source,target,weight,synapse_count
23573,20407,20,20
23811,25588,20,20
23811,35109,20,20
23849,10771,20,20
23849,23482,20,20
23849,23573,20,20
23973,11530,20,20
24126,10793,20,20
24128,15217,20,20
24141,21900,20,20
24281,10755,20,20
24355,11904,20,20
24447,10568,20,20
24453,26304,20,20
25052,21241,20,20
25181,11936,20,20
25192,10755,20,20
25192,12399,20,20
25261,15440,20,20
25339,10983,20,20
25345,153756,20,20
25366,18345,20,20
25402,14654,20,20
25517,10011,20,20
25585,12591,20,20
25593,17562,20,20
25694,27560,20,20
25694,27891,20,20
25836,10237,20,20
25871,10297,20,20
25995,19116,20,20
26039,18720,20,20
26039,19351,20,20
26132,15107,20,20
26387,11423,20,20
26757,10229,20,20
26784,27145,20,20
27021,15687,20,20
27021,17562,20,20
27191,10366,20,20
27275,21991,20,20
27575,10433,20,20
27635,13109,20,20
27779,17498,20,20
27891,10510,20,20
27982,11562,20,20
27982,152621,20,20
28224,17476,20,20
28224,22061,20,20
28228,20269,20,20
28238,12236,20,20
28368,13069,20,20
28396,100541,20,20
28684,11514,20,20
28743,13950,20,20
28943,18471,20,20
29397,100725,20,20
30260,12107,20,20
30545,11400,20,20
31215,10460,20,20
32231,10825,20,20
32829,21628,20,20
38332,20175,20,20
39733,11316,20,20
100167,14379,20,20
100167,27321,20,20
100352,10192,20,20
100492,10692,20,20
100492,15115,20,20
100492,17721,20,20
100541,10481,20,20
100563,12479,20,20
100855,10547,20,20
101116,11356,20,20
101118,10747,20,20
101218,21628,20,20
102062,33512,20,20
102493,10173,20,20
153836,11786,20,20
154312,10067,20,20
155654,14230,20,20
157260,24050,20,20
157517,10433,20,20
158019,11891,20,20
158019,18501,20,20
158019,154383,20,20
158132,13738,20,20
158432,10780,20,20
158432,11704,20,20
162539,21588,20,20
163638,19396,20,20
165341,19751,20,20
174571,10599,20,20
10051,20441,21,21
10059,14230,21,21
10059,15115,21,21
10065,10939,21,21
10065,14084,21,21
10099,10625,21,21
10107,12302,21,21
10107,12704,21,21
10107,14597,21,21
10118,11282,21,21
10118,12474,21,21
10118,18566,21,21
10118,22985,21,21
10118,27532,21,21
10125,10793,21,21
10126,11609,21,21
10133,10534,21,21
10154,11195,21,21
10169,10747,21,21
10173,12187,21,21
10186,11530,21,21
10186,12187,21,21
10196,14416,21,21
10205,11706,21,21
10206,10883,21,21
10206,18491,21,21
10206,38690,21,21
10213,11100,21,21
10217,11100,21,21
10229,28173,21,21
10232,11640,21,21
10232,18579,21,21
10235,13884,21,21
10268,12050,21,21
10320,10620,21,21
10332,10854,21,21
10332,15762,21,21
10332,156928,21,21
10340,11529,21,21
10340,15869,21,21
10354,12479,21,21
10354,13819,21,21
10362,10232,21,21
10384,13170,21,21
10403,164741,21,21
10427,17562,21,21
10427,22729,21,21
10431,10793,21,21
10449,11319,21,21
10453,12118,21,21
10481,29431,21,21
10513,11602,21,21
10534,153943,21,21
10534,157503,21,21
10559,11133,21,21
10564,11410,21,21
10599,101414,21,21
10620,21588,21,21
10640,15338,21,21
10689,22391,21,21
10689,101414,21,21
10690,11152,21,21
10722,10692,21,21
10747,12187,21,21
10764,169911,21,21
10776,26282,21,21
10791,10780,21,21
10794,11368,21,21
10794,20650,21,21
10854,23698,21,21
10883,10534,21,21
10883,14649,21,21
10883,20041,21,21
10920,17498,21,21
10920,21649,21,21
10927,10582,21,21
10960,11766,21,21
10960,12857,21,21
10960,19751,21,21
10994,10890,21,21
10999,11319,21,21
11023,21560,21,21
11026,33610,21,21
11030,11062,21,21
11100,10564,21,21
11100,14654,21,21
11134,15741,21,21
11152,18983,21,21
11162,24181,21,21
11187,10329,21,21
11187,28743,21,21
11223,23104,21,21
11223,27199,21,21
11224,13353,21,21
11224,68570,21,21
11258,10498,21,21
11264,11400,21,21
11264,12159,21,21
11264,15262,21,21
11264,21120,21,21
11289,25767,21,21
11316,23158,21,21
11319,11282,21,21
11354,11420,21,21
11354,17890,21,21
11356,20365,21,21
11406,12447,21,21
11416,16699,21,21
11420,15250,21,21
11420,16064,21,21
11423,15049,21,21
11445,11065,21,21
11472,18983,21,21
11472,41933,21,21
11493,11198,21,21
11507,10059,21,21
11507,10564,21,21
11514,21873,21,21
11532,12903,21,21
11532,16241,21,21
11550,28219,21,21
11560,10776,21,21
11577,21782,21,21
11606,42738,21,21
11631,10662,21,21
11640,10332,21,21
11653,22006,21,21
11655,10662,21,21
11747,12202,21,21
11749,10144,21,21
11772,27472,21,21
11819,10994,21,21
11819,23991,21,21
11822,10791,21,21
11822,19590,21,21
11822,27485,21,21
11904,10154,21,21
11926,11879,21,21
11934,22545,21,21
11936,11316,21,21
11936,14783,21,21
11965,219853,21,21
11976,14536,21,21
12061,10555,21,21
12068,11609,21,21
12072,12344,21,21
12072,15018,21,21
12088,17342,21,21
12098,22469,21,21
12159,15187,21,21
12160,12049,21,21
12160,14432,21,21
12260,10728,21,21
12302,10232,21,21
12302,21189,21,21
12343,11006,21,21
12343,11129,21,21
12399,20370,21,21
12510,10403,21,21
12591,24331,21,21
12591,101336,21,21
12605,16699,21,21
12616,26701,21,21
12677,10340,21,21
12711,20462,21,21
12711,28833,21,21
12769,41482,21,21
12769,101116,21,21
12880,25517,21,21
12903,24664,21,21
13013,11514,21,21
13013,22597,21,21
13034,29000,21,21
13081,101119,21,21
13118,17075,21,21
13127,15292,21,21
13127,23363,21,21
13135,14876,21,21
13206,15910,21,21
13232,10118,21,21
13246,10065,21,21
13246,14416,21,21
13249,11400,21,21
13278,11918,21,21
13288,13612,21,21
13288,20269,21,21
13301,12049,21,21
13306,19454,21,21
13312,19351,21,21
13318,26132,21,21
13323,13689,21,21
13323,15778,21,21
13377,10510,21,21
13383,10707,21,21
13383,162543,21,21
13660,14154,21,21
13738,12236,21,21
13779,18385,21,21
13846,11530,21,21
13925,11747,21,21
14011,12447,21,21
14012,17285,21,21
14076,10340,21,21
14091,11062,21,21
14214,12815,21,21
14261,25808,21,21
14295,11822,21,21
14361,15238,21,21
14432,22778,21,21
14443,13669,21,21
14567,11289,21,21
14650,10268,21,21
14650,11766,21,21
14884,25422,21,21
14941,22349,21,21
15066,10462,21,21
15078,11514,21,21
15105,12049,21,21
15125,154207,21,21
15192,18215,21,21
15234,11029,21,21
15251,19771,21,21
15331,17116,21,21
15357,23500,21,21
15391,17857,21,21
15448,17179,21,21
15562,11191,21,21
15588,11865,21,21
15608,17757,21,21
15609,12312,21,21
15660,100167,21,21
15687,16649,21,21
15913,10468,21,21
15925,10604,21,21
15933,10169,21,21
15933,12725,21,21
16008,19056,21,21
16122,12399,21,21
16241,27092,21,21
16328,10679,21,21
16396,21120,21,21
16512,18720,21,21
16512,155077,21,21
16519,15357,21,21
16589,20874,21,21
16622,33610,21,21
16721,11069,21,21
16763,13013,21,21
16803,11609,21,21
16803,13318,21,21
16803,15845,21,21
16803,26712,21,21
16899,12050,21,21
17103,163791,21,21
17155,10480,21,21
17285,20370,21,21
17433,19449,21,21
17498,24908,21,21
17601,10662,21,21
17615,19690,21,21
17651,101414,21,21
17757,18192,21,21
18063,14012,21,21
18132,11657,21,21
18398,19091,21,21
18399,14199,21,21
18411,12474,21,21
18445,23839,21,21
18451,14848,21,21
18496,14230,21,21
18516,13846,21,21
18520,11226,21,21
18520,15720,21,21
18691,13312,21,21
18809,22740,21,21
18842,24217,21,21
18938,16025,21,21
19091,19697,21,21
19240,17742,21,21
19348,29187,21,21
19351,25902,21,21
19590,15307,21,21
19690,13399,21,21
19690,19751,21,21
19718,103220,21,21
20018,14454,21,21
20116,10073,21,21
20253,20839,21,21
20335,10854,21,21
20401,13312,21,21
20443,15050,21,21
20645,20018,21,21
20650,18663,21,21
20839,14482,21,21
20858,13333,21,21
20993,13266,21,21
21120,16396,21,21
21322,14954,21,21
21351,12160,21,21
21368,17037,21,21
21373,17826,21,21
21507,18773,21,21
21651,154769,21,21
21808,10205,21,21
21915,10231,21,21
21915,10900,21,21
21915,16519,21,21
22006,21255,21,21
22178,13904,21,21
22391,14346,21,21
22397,15049,21,21
22417,15913,21,21
22568,28889,21,21
22858,10534,21,21
22919,10236,21,21
22939,10927,21,21
22993,162543,21,21
23042,11282,21,21
23054,10340,21,21
23199,11904,21,21
23199,13612,21,21
23199,29000,21,21
23218,16519,21,21
23251,11065,21,21
23374,10213,21,21
23393,11744,21,21
23431,10192,21,21
23641,27145,21,21
23671,10237,21,21
23811,13288,21,21
23839,18013,21,21
23849,25694,21,21
23973,10449,21,21
23991,12113,21,21
24181,23716,21,21
24202,10297,21,21
24281,10105,21,21
24908,10682,21,21
25261,15207,21,21
25345,166047,21,21
25477,16241,21,21
25517,10105,21,21
25517,10755,21,21
25593,27441,21,21
25694,20484,21,21
25694,23849,21,21
25848,10246,21,21
25902,10571,21,21
26039,23954,21,21
26137,10340,21,21
26377,10771,21,21
26462,17433,21,21
26462,22960,21,21
26717,13009,21,21
27002,14649,21,21
27300,10853,21,21
27427,10173,21,21
27485,17285,21,21
27532,11226,21,21
27560,18720,21,21
27752,14945,21,21
27891,12903,21,21
28224,21628,21,21
28224,27665,21,21
28228,10366,21,21
28228,13377,21,21
28228,22078,21,21
28396,15913,21,21
28572,100167,21,21
28684,13738,21,21
28701,100725,21,21
28786,101336,21,21
28833,14884,21,21
28915,19915,21,21
29415,10200,21,21
29817,19449,21,21
29817,20018,21,21
30260,25836,21,21
30809,19240,21,21
32231,16801,21,21
32829,14004,21,21
33168,18720,21,21
37065,10635,21,21
38332,13109,21,21
45669,15910,21,21
76087,49886,21,21
100139,15741,21,21
100492,10826,21,21
100563,19451,21,21
101025,23220,21,21
101116,13511,21,21
101194,10051,21,21
101218,11476,21,21
101892,11623,21,21
102062,101336,21,21
102493,14811,21,21
102868,20612,21,21
152324,14379,21,21
152324,20751,21,21
153836,18451,21,21
154996,13288,21,21
155077,16763,21,21
155532,12677,21,21
162539,15149,21,21
162543,11640,21,21
162543,17665,21,21
163342,10890,21,21
163638,21718,21,21
165339,10668,21,21
166778,10590,21,21
166983,10747,21,21
186215,17890,21,21
10059,10547,22,22
10059,14617,22,22
10059,17462,22,22
10065,14230,22,22
10065,24975,22,22
10072,12596,22,22
10072,14941,22,22
10107,12708,22,22
10107,14176,22,22
10107,17857,22,22
10107,22173,22,22
10107,26566,22,22
10118,10782,22,22
10125,19796,22,22
10126,164741,22,22
10144,100855,22,22
10153,14773,22,22
10156,11182,22,22
10169,15262,22,22
10196,11133,22,22
10196,19697,22,22
10198,10780,22,22
10206,10072,22,22
10206,10673,22,22
10227,11367,22,22
10229,11562,22,22
10235,13819,22,22
10265,101194,22,22
10274,41933,22,22
10320,10342,22,22
10332,16425,22,22
10332,100515,22,22
10354,10235,22,22
10412,12099,22,22
10445,25344,22,22
10471,10604,22,22
10582,11410,22,22
10590,16903,22,22
10599,11373,22,22
10604,11069,22,22
10604,13765,22,22
10679,15115,22,22
10679,24181,22,22
10691,10810,22,22
10691,15105,22,22
10728,11282,22,22
10755,14012,22,22
10794,26757,22,22
10810,11717,22,22
10826,11258,22,22
10884,10635,22,22
10884,14945,22,22
10900,11605,22,22
10920,10415,22,22
10981,11704,22,22
10981,12159,22,22
10981,12996,22,22
10981,18116,22,22
10984,166983,22,22
10994,12585,22,22
11065,10051,22,22
11134,13283,22,22
11187,17389,22,22
11187,19362,22,22
11187,37455,22,22
11195,14811,22,22
11195,19718,22,22
11223,11059,22,22
11258,11303,22,22
11282,15446,22,22
11289,11282,22,22
11319,10673,22,22
11323,14226,22,22
11340,17757,22,22
11404,11877,22,22
11420,10902,22,22
11423,13669,22,22
11423,19590,22,22
11442,11375,22,22
11472,20572,22,22
11493,10927,22,22
11507,11289,22,22
11507,14230,22,22
11514,10183,22,22
11550,15262,22,22
11577,20650,22,22
11577,101118,22,22
11602,15322,22,22
11605,11316,22,22
11609,11030,22,22
11631,10347,22,22
11653,23716,22,22
11709,10213,22,22
11772,14091,22,22
11772,30260,22,22
11872,16209,22,22
11965,10156,22,22
11976,11134,22,22
12007,17947,22,22
12068,11744,22,22
12072,10968,22,22
12088,14196,22,22
12099,11226,22,22
12118,15278,22,22
12151,12281,22,22
12151,30260,22,22
12151,101116,22,22
12160,219853,22,22
12236,23969,22,22
12250,18412,22,22
12260,11766,22,22
12302,13782,22,22
12312,15062,22,22
12312,18345,22,22
12399,11182,22,22
12447,10198,22,22
12452,10183,22,22
12510,11935,22,22
12573,10105,22,22
12616,10305,22,22
12616,11282,22,22
12708,11110,22,22
12815,12769,22,22
12815,15006,22,22
12815,24973,22,22
12901,12050,22,22
13064,15062,22,22
13081,16544,22,22
13081,20462,22,22
13081,155099,22,22
13118,10504,22,22
13127,24973,22,22
13206,169911,22,22
13246,15251,22,22
13249,11606,22,22
13253,20185,22,22
13253,100541,22,22
13312,18691,22,22
13353,13377,22,22
13513,22568,22,22
13612,16025,22,22
13612,19915,22,22
13645,22545,22,22
13724,15446,22,22
13779,15187,22,22
13779,21682,22,22
13846,12281,22,22
13884,10979,22,22
14004,10854,22,22
14084,16385,22,22
14084,22446,22,22
14096,11936,22,22
14176,10072,22,22
14230,13641,22,22
14230,15741,22,22
14259,102601,22,22
14261,20462,22,22
14432,11471,22,22
14432,19963,22,22
14443,23924,22,22
14454,12573,22,22
14567,21674,22,22
14617,11129,22,22
14671,11918,22,22
14671,19661,22,22
14788,10630,22,22
14811,17584,22,22
14954,24382,22,22
14954,155853,22,22
15050,10123,22,22
15115,20391,22,22
15187,19975,22,22
15192,17179,22,22
15192,33009,22,22
15238,11793,22,22
15251,10205,22,22
15251,10707,22,22
15292,13157,22,22
15331,10504,22,22
15331,13232,22,22
15391,11357,22,22
15546,22740,22,22
15562,10312,22,22
15649,101116,22,22
15697,17715,22,22
15741,14096,22,22
15753,158109,22,22
15845,11152,22,22
15862,30487,22,22
15881,10690,22,22
15979,10200,22,22
16025,19351,22,22
16067,13530,22,22
16067,100541,22,22
16254,11472,22,22
16306,17116,22,22
16328,28526,22,22
16385,14468,22,22
16396,17930,22,22
16486,17894,22,22
16512,13109,22,22
16512,13779,22,22
16512,152857,22,22
16531,10755,22,22
16721,10554,22,22
17103,24669,22,22
17130,15262,22,22
17155,13318,22,22
17161,10445,22,22
17185,13064,22,22
17188,13846,22,22
17250,11560,22,22
17250,23161,22,22
17374,11152,22,22
17476,16824,22,22
17584,21718,22,22
17607,10755,22,22
17665,16883,22,22
17721,10192,22,22
17861,155633,22,22
17875,11065,22,22
17963,10407,22,22
17963,24141,22,22
18240,20119,22,22
18242,13797,22,22
18335,14076,22,22
18345,19581,22,22
18411,12281,22,22
18411,18761,22,22
18445,16617,22,22
18553,17091,22,22
18611,19240,22,22
18663,20650,22,22
18680,12236,22,22
18680,22967,22,22
18691,13612,22,22
18691,19675,22,22
18700,11514,22,22
18700,16824,22,22
18761,12645,22,22
18806,11368,22,22
19324,10147,22,22
19396,11706,22,22
19451,15446,22,22
19463,10662,22,22
19590,23533,22,22
19678,19449,22,22
19690,14848,22,22
19719,20285,22,22
20012,24149,22,22
20185,22576,22,22
20199,10433,22,22
20253,154109,22,22
20371,15697,22,22
20371,25192,22,22
20407,15697,22,22
20407,25192,22,22
20443,15187,22,22
20484,15697,22,22
20484,23340,22,22
20683,10067,22,22
20727,12159,22,22
21373,10620,22,22
21373,11640,22,22
21373,19056,22,22
21507,10340,22,22
21507,156857,22,22
21588,12704,22,22
21605,24149,22,22
21628,16824,22,22
21628,18720,22,22
21682,24975,22,22
21821,157414,22,22
21915,152620,22,22
22178,18501,22,22
22210,14355,22,22
22515,12096,22,22
22538,22939,22,22
22834,17633,22,22
23042,18983,22,22
23054,13490,22,22
23158,12790,22,22
23190,15049,22,22
23393,26566,22,22
23561,10329,22,22
23561,13530,22,22
23561,20269,22,22
23671,10972,22,22
23811,26304,22,22
23991,11550,22,22
24217,15262,22,22
24303,11631,22,22
24382,12096,22,22
24447,10232,22,22
24578,10236,22,22
24765,13157,22,22
24908,10561,22,22
25406,11550,22,22
25593,17615,22,22
25694,20371,22,22
25848,22967,22,22
25897,12236,22,22
26039,101218,22,22
26233,15307,22,22
26282,152621,22,22
26377,11476,22,22
26462,153910,22,22
26733,10620,22,22
26784,10562,22,22
26796,18579,22,22
27021,14091,22,22
27119,49582,22,22
27145,13069,22,22
27300,10640,22,22
27362,10433,22,22
27560,13738,22,22
27665,10105,22,22
27779,15262,22,22
28051,10342,22,22
28228,10171,22,22
28551,13738,22,22
28572,16067,22,22
28572,16241,22,22
28572,18013,22,22
28716,10960,22,22
28743,10510,22,22
29000,20462,22,22
29310,22198,22,22
29891,11927,22,22
30260,16590,22,22
30260,100855,22,22
30466,13109,22,22
30487,18938,22,22
30487,21628,22,22
30545,11550,22,22
31630,163638,22,22
32829,18720,22,22
33168,19678,22,22
36180,10599,22,22
38332,101336,22,22
100306,10134,22,22
100492,10196,22,22
100492,10242,22,22
100554,12250,22,22
100563,15446,22,22
100855,24126,22,22
101053,13115,22,22
101116,11297,22,22
101116,101118,22,22
101218,19449,22,22
102493,12815,22,22
102868,15762,22,22
102868,155853,22,22
152857,12236,22,22
153509,33610,22,22
153995,10825,22,22
154312,13986,22,22
155099,102786,22,22
160183,11780,22,22
162539,10205,22,22
162649,10134,22,22
163638,14824,22,22
186215,15001,22,22
10065,14292,23,23
10107,12096,23,23
10107,13153,23,23
10107,26488,23,23
10118,10974,23,23
10118,11653,23,23
10118,13013,23,23
10118,21134,23,23
10126,23721,23,23
10133,12007,23,23
10153,13069,23,23
10153,37220,23,23
10153,153102,23,23
10154,11282,23,23
10183,29350,23,23
10186,175327,23,23
10196,21944,23,23
10198,16064,23,23
10213,10427,23,23
10213,14091,23,23
10213,17264,23,23
10217,10899,23,23
10217,13908,23,23
10231,12701,23,23
10236,154769,23,23
10242,17345,23,23
10274,11392,23,23
10274,18983,23,23
10297,10265,23,23
10297,17890,23,23
10305,100855,23,23
10340,10794,23,23
10342,10722,23,23
10380,13069,23,23
10453,13689,23,23
10471,22446,23,23
10481,30748,23,23
10498,61001,23,23
10504,11375,23,23
10504,162912,23,23
10523,172408,23,23
10534,30530,23,23
10562,11428,23,23
10562,19206,23,23
10590,10513,23,23
10590,11653,23,23
10604,11223,23,23
10617,12759,23,23
10625,15105,23,23
10625,15192,23,23
10630,171055,23,23
10673,14767,23,23
10685,14076,23,23
10691,11965,23,23
10747,18335,23,23
10768,11530,23,23
10771,17715,23,23
10776,18663,23,23
10779,12072,23,23
10899,10617,23,23
10939,18456,23,23
10960,10690,23,23
10974,10227,23,23
10981,16035,23,23
10984,17617,23,23
11023,16630,23,23
11041,18286,23,23
11052,10568,23,23
11069,11223,23,23
11100,10568,23,23
11100,11410,23,23
11126,10981,23,23
11126,164298,23,23
11165,10236,23,23
11165,11065,23,23
11187,11030,23,23
11224,22397,23,23
11258,14443,23,23
11288,10630,23,23
11319,14824,23,23
11323,12585,23,23
11336,24197,23,23
11354,11059,23,23
11354,27029,23,23
11373,11165,23,23
11373,11511,23,23
11423,10407,23,23
11493,27982,23,23
11503,12616,23,23
11506,13500,23,23
11506,38223,23,23
11507,15741,23,23
11530,10461,23,23
11609,13511,23,23
11631,17130,23,23
11640,162539,23,23
11772,10968,23,23
11793,13069,23,23
11819,27002,23,23
11872,11282,23,23
11872,14811,23,23
11925,11744,23,23
11926,10262,23,23
11926,152696,23,23
11927,14020,23,23
11955,19667,23,23
12007,10534,23,23
12049,219853,23,23
12072,21915,23,23
12088,15187,23,23
12098,11646,23,23
12118,14443,23,23
12151,11749,23,23
12151,12430,23,23
12187,11022,23,23
12302,14954,23,23
12302,24181,23,23
12307,10582,23,23
12312,15125,23,23
12312,21620,23,23
12343,17546,23,23
12343,24076,23,23
12344,11400,23,23
12510,20114,23,23
12573,15910,23,23
12573,49582,23,23
12616,11288,23,23
12616,20365,23,23
12645,152696,23,23
12677,11100,23,23
12678,12596,23,23
12701,15250,23,23
12711,15702,23,23
12769,12187,23,23
12815,22218,23,23
12860,11935,23,23
12903,45669,23,23
13064,11022,23,23
13124,12007,23,23
13135,12447,23,23
13135,13124,23,23
13135,15238,23,23
13206,25219,23,23
13232,16004,23,23
13246,15115,23,23
13246,160183,23,23
13266,10755,23,23
13293,14481,23,23
13318,14850,23,23
13318,27711,23,23
13333,15391,23,23
13427,152620,23,23
13497,10073,23,23
13574,17617,23,23
13605,12483,23,23
13635,11865,23,23
13641,20142,23,23
13660,17584,23,23
13660,22780,23,23
13709,14626,23,23
13812,13013,23,23
14096,10232,23,23
14261,20683,23,23
14292,11368,23,23
14292,12368,23,23
14352,10779,23,23
14379,13288,23,23
14389,17861,23,23
14413,15049,23,23
14420,18579,23,23
14454,24141,23,23
14532,10170,23,23
14588,14432,23,23
14588,22778,23,23
14650,22391,23,23
14767,15278,23,23
14788,14941,23,23
14811,11282,23,23
15062,23199,23,23
15093,15357,23,23
15192,16839,23,23
15251,14416,23,23
15370,15107,23,23
15540,16486,23,23
15542,11657,23,23
15566,11423,23,23
15569,19233,23,23
15609,10825,23,23
15609,12903,23,23
15609,15078,23,23
15660,25532,23,23
15697,25477,23,23
15753,20667,23,23
15753,152696,23,23
15762,17546,23,23
15862,23839,23,23
16067,12591,23,23
16067,20462,23,23
16067,23340,23,23
16067,28786,23,23
16079,11471,23,23
16176,27882,23,23
16438,157429,23,23
16438,162912,23,23
16486,17391,23,23
16544,11530,23,23
16608,156960,23,23
16696,10854,23,23
16803,10474,23,23
16803,13782,23,23
16883,17345,23,23
17021,11793,23,23
17103,18335,23,23
17285,14379,23,23
17415,13452,23,23
17433,20683,23,23
17562,10354,23,23
18219,12567,23,23
18230,15357,23,23
18240,18456,23,23
18246,10192,23,23
18456,19372,23,23
18516,10110,23,23
18520,12790,23,23
18520,13163,23,23
18691,22576,23,23
18774,21674,23,23
18806,12187,23,23
18860,21674,23,23
18938,10460,23,23
19004,16241,23,23
19091,20328,23,23
19233,13511,23,23
19409,10890,23,23
19590,12573,23,23
19689,11780,23,23
19690,10232,23,23
19963,15338,23,23
19975,14707,23,23
20012,10340,23,23
20092,14079,23,23
20181,11623,23,23
20441,22545,23,23
20478,12452,23,23
20781,13009,23,23
20858,12342,23,23
20898,14012,23,23
21120,11530,23,23
21368,11505,23,23
21628,22576,23,23
21866,18192,23,23
21992,14295,23,23
22218,10972,23,23
22313,10747,23,23
22330,12342,23,23
22515,17721,23,23
22538,10133,23,23
22546,12567,23,23
22780,23363,23,23
22786,10347,23,23
22827,17637,23,23
22858,11926,23,23
23164,49582,23,23
23190,17041,23,23
23199,10504,23,23
23312,10171,23,23
23340,20645,23,23
23393,10205,23,23
23393,10707,23,23
23431,18399,23,23
23561,10171,23,23
23573,20371,23,23
23580,14533,23,23
23580,155684,23,23
23811,27321,23,23
23839,28889,23,23
23948,14443,23,23
23954,10170,23,23
24076,11747,23,23
24094,11415,23,23
24141,19449,23,23
24152,10590,23,23
24281,12312,23,23
24404,10662,23,23
24453,29817,23,23
24539,12312,23,23
24539,16122,23,23
25344,14536,23,23
25532,10755,23,23
26039,16512,23,23
26304,11514,23,23
26419,11319,23,23
26819,10407,23,23
27021,11319,23,23
27374,16286,23,23
27610,10198,23,23
27665,152857,23,23
27897,33512,23,23
28122,13538,23,23
28173,10866,23,23
28238,20018,23,23
28396,101219,23,23
28572,16512,23,23
28572,16824,23,23
28684,25532,23,23
28786,16241,23,23
28915,13738,23,23
28915,25192,23,23
29035,12098,23,23
29400,100725,23,23
30260,101892,23,23
30466,10825,23,23
30487,19678,23,23
30951,23057,23,23
31630,11709,23,23
32231,12711,23,23
37267,12903,23,23
68570,16630,23,23
76087,13118,23,23
100554,10707,23,23
100643,10147,23,23
101025,16155,23,23
101053,14536,23,23
101218,15862,23,23
101414,18412,23,23
102062,27891,23,23
102493,11289,23,23
102493,21519,23,23
152391,19884,23,23
152696,17947,23,23
154062,20804,23,23
154312,49582,23,23
155654,13641,23,23
157260,11152,23,23
159614,10427,23,23
160183,12708,23,23
162543,10196,23,23
162543,101043,23,23
162649,10169,23,23
162783,10244,23,23
163342,14084,23,23
163638,19048,23,23
165061,11877,23,23
165341,10564,23,23
10059,10779,24,24
10059,11925,24,24
10107,10981,24,24
10107,23431,24,24
10107,152642,24,24
10116,10305,24,24
10118,18663,24,24
10126,13135,24,24
10126,15609,24,24
10126,16097,24,24
10133,11935,24,24
10154,25892,24,24
10169,15286,24,24
10183,30748,24,24
10186,24443,24,24
10198,10231,24,24
10205,11023,24,24
10213,11226,24,24
10213,12567,24,24
10229,12193,24,24
10236,15105,24,24
10237,14076,24,24
10246,12858,24,24
10262,19796,24,24
10297,19667,24,24
10297,22173,24,24
10354,24749,24,24
10384,13069,24,24
10403,15712,24,24
10403,25885,24,24
10403,34313,24,24
10427,14783,24,24
10431,10685,24,24
10449,10590,24,24
10463,16035,24,24
10523,17177,24,24
10561,13434,24,24
10562,11297,24,24
10582,10559,24,24
10590,11562,24,24
10599,10604,24,24
10599,21569,24,24
10604,17342,24,24
10617,164741,24,24
10625,10133,24,24
10662,10571,24,24
10682,10133,24,24
10690,15741,24,24
10692,102619,24,24
10776,10568,24,24
10810,25212,24,24
10876,10682,24,24
10883,165340,24,24
10890,10779,24,24
10899,24181,24,24
10927,12007,24,24
10983,13009,24,24
10994,12193,24,24
10999,13241,24,24
11026,152391,24,24
11030,163791,24,24
11110,14416,24,24
11191,10652,24,24
11191,154383,24,24
11262,156960,24,24
11264,11173,24,24
11264,14076,24,24
11319,13163,24,24
11323,14468,24,24
11336,156308,24,24
11411,13069,24,24
11416,100725,24,24
11420,15066,24,24
11445,10652,24,24
11471,19091,24,24
11472,20673,24,24
11493,26238,24,24
11506,10372,24,24
11506,11195,24,24
11509,24382,24,24
11532,49582,24,24
11560,10884,24,24
11605,13232,24,24
11609,12050,24,24
11617,20683,24,24
11646,12312,24,24
11653,26083,24,24
11704,13434,24,24
11717,13323,24,24
11744,10854,24,24
11772,18491,24,24
11891,158019,24,24
11918,11819,24,24
11936,25892,24,24
12050,14650,24,24
12050,18827,24,24
12061,21189,24,24
12068,10332,24,24
12151,10920,24,24
12151,18192,24,24
12187,10144,24,24
12253,14292,24,24
12281,10547,24,24
12281,10793,24,24
12299,15370,24,24
12312,155684,24,24
12360,10810,24,24
12399,20751,24,24
12412,26717,24,24
12481,11223,24,24
12483,11152,24,24
12569,11323,24,24
12573,16617,24,24
12573,22078,24,24
12678,14941,24,24
12678,23671,24,24
12708,11006,24,24
12739,18215,24,24
12860,18286,24,24
13013,27411,24,24
13064,26784,24,24
13135,10206,24,24
13135,11373,24,24
13206,10764,24,24
13246,14214,24,24
13246,15762,24,24
13246,20391,24,24
13249,10685,24,24
13301,14164,24,24
13306,10782,24,24
13323,18439,24,24
13377,10755,24,24
13477,11411,24,24
13477,11793,24,24
13511,101892,24,24
13513,13765,24,24
13530,10504,24,24
13538,10123,24,24
13612,13109,24,24
13645,13746,24,24
13709,14571,24,24
13779,12098,24,24
13779,12452,24,24
14011,10826,24,24
14011,11129,24,24
14011,11442,24,24
14096,18089,24,24
14314,10571,24,24
14389,12250,24,24
14416,18579,24,24
14454,20484,24,24
14555,10229,24,24
14671,13574,24,24
14707,20683,24,24
14707,49582,24,24
14767,14020,24,24
15018,13170,24,24
15034,14811,24,24
15066,22313,24,24
15115,12061,24,24
15115,12302,24,24
15115,14214,24,24
15125,15187,24,24
15192,14597,24,24
15192,18373,24,24
15192,22329,24,24
15207,10123,24,24
15217,14091,24,24
15307,13779,24,24
15370,26132,24,24
15448,153863,24,24
15542,11392,24,24
15609,14532,24,24
15649,14259,24,24
15687,103220,24,24
15697,16067,24,24
15753,12193,24,24
15753,13908,24,24
15762,11747,24,24
15845,12815,24,24
15862,13530,24,24
16079,10722,24,24
16176,28943,24,24
16209,11226,24,24
16385,12585,24,24
16396,11530,24,24
