node_id,cell_type,region,x,y,z,side,cell_class,predicted_nt,coordinate_field
13628,Pleural remotor/abductor MN,motor,-0.6481035473996613,1.5756265829668878,-0.22877387075221034,L,motor neuron,glutamate,position
13635,IN03B042,VNC,-0.5874357101791569,0.5232266886274998,-0.015100144506425097,L,intrinsic neuron,gaba,position
13641,IN14A002,VNC,-0.21875165094706092,1.0260748636511956,-0.6416893267243656,L,intrinsic neuron,glutamate,position
13645,IN18B015,VNC,0.6700188013735879,0.2529608278819709,-0.010489923396056373,R,intrinsic neuron,acetylcholine,position
13660,DNg39,descending,0.22349550165483165,1.923798498997778,-0.3208446633621828,R,descending neuron,acetylcholine,position
13669,nan,VNC,-0.3201765153751729,-1.3596811535652686,1.4496806874155104,L,intrinsic neuron,gaba,position
13671,MNad08,VNC,-0.14859611231101513,-1.286518948987678,1.5652034743695324,L,motor neuron,glutamate,position
13683,AN07B063,VNC,0.30754851842068465,-1.0916869959755737,0.4632269993940053,L,ascending neuron,acetylcholine,position
13684,nan,VNC,0.2661901580247681,-1.1679894960921111,1.3383004179809501,R,intrinsic neuron,acetylcholine,position
13689,IN12B011,VNC,0.03387510294140498,-1.2140917071957984,0.7591497428407167,R,intrinsic neuron,gaba,position
13709,nan,VNC,-0.28556644964805694,-1.4472085398635735,1.589657690694097,L,intrinsic neuron,acetylcholine,position
13724,IN14A005,VNC,-0.20305017325232685,1.1232235809624438,-0.5993955591466352,L,intrinsic neuron,glutamate,position
13725,MNad56,VNC,0.18213714125891511,-0.7061656074708268,1.2374100719424461,R,motor neuron,glutamate,position
13738,IN11A027,VNC,0.6630700623086844,0.016636884876548005,0.5959880044128844,R,intrinsic neuron,glutamate,position
13746,Acc. ti flexor MN,motor,0.5862330438025389,-0.0006681479870099601,-0.5786829715493265,R,motor neuron,glutamate,position
13765,nan,VNC,-0.19509921220690835,1.923798498997778,-0.21053343070683841,L,ascending neuron,acetylcholine,position
13779,AN18B014,VNC,0.1791972901160713,1.923798498997778,-0.26532156564165515,R,ascending neuron,acetylcholine,position
13782,IN20A.22A009,VNC,-0.91970570411921,0.5740727504389577,-0.11084575104495238,L,intrinsic neuron,acetylcholine,position
13784,Acc. ti flexor MN,motor,-0.7085709402240626,-0.1324269310253741,-0.3571919138555247,L,motor neuron,glutamate,position
13797,MNad56,VNC,0.03434280653231195,-0.7650294451264043,1.3326879748900664,L,motor neuron,glutamate,position
13803,nan,VNC,0.10008856845409202,-1.2994142051369704,1.436985875662321,R,intrinsic neuron,gaba,position
13812,AN06B035,VNC,0.03988843482449462,0.5238948366145096,-0.2412682381092966,L,ascending neuron,gaba,position
13817,Sternal adductor MN,motor,-0.5531597184455459,-0.056658949298444616,-0.39100020199822866,L,motor neuron,glutamate,position
13819,Acc. ti flexor MN,motor,0.24287179327812047,1.5972745777460104,-0.5655204562052302,R,motor neuron,glutamate,position
13846,IN18B015,VNC,0.6700188013735879,0.234252684245692,-0.010489923396056373,R,intrinsic neuron,acetylcholine,position
13884,IN03A011,VNC,0.5236275774197057,0.5138726168093602,-0.18534425159656293,R,intrinsic neuron,acetylcholine,position
13899,MNad08,VNC,0.18614602918097486,-1.4320415805584474,1.5015957860061844,R,motor neuron,glutamate,position
13904,Tr extensor MN,motor,-0.8504855726649782,0.11993256366828783,-0.2596423077520705,L,motor neuron,glutamate,position
13905,IN16B007,VNC,-0.4840064017900151,1.439925726805165,-0.334541697095887,L,intrinsic neuron,glutamate,position
13908,IN03A009,VNC,0.18521062199916094,-1.4436673555324206,1.0126450891122956,R,intrinsic neuron,acetylcholine,position
13920,Fe reductor MN,VNC,-0.47979706947185236,1.5423528132137918,-0.15333996301878583,L,motor neuron,glutamate,position
13925,IN08A009,VNC,-0.467770405705673,1.4172086952468264,-0.28723681961558184,L,intrinsic neuron,glutamate,position
13942,Sternal posterior rotator MN,motor,0.7742498873471417,0.7475239678667434,0.08091272122690617,R,motor neuron,unknown,position
13949,IN03A002,VNC,0.15160277825255994,-1.4436673555324206,0.9889926503721429,R,intrinsic neuron,acetylcholine,position
13950,AN06A018,VNC,-0.5035163230107059,0.5952530416271734,-0.08579020153207888,R,ascending neuron,gaba,position
13952,ltm1-tibia MN,motor,-0.434897524744783,1.5370076293177122,-0.418661528660441,L,motor neuron,glutamate,position
13986,IN06A023,VNC,0.20284972885622388,-0.334675326693289,0.14478766878505836,R,intrinsic neuron,glutamate,position
14004,AN07B022,VNC,0.31523222027129916,0.050244728623149,-0.1355672265643209,L,ascending neuron,acetylcholine,position
14011,IN17A037,VNC,-0.2804885249467812,-0.6633373215034883,1.2287909629100175,L,intrinsic neuron,acetylcholine,position
14012,IN02A032,VNC,0.27567785944030954,0.20792765355749956,-0.5614447534844694,R,intrinsic neuron,glutamate,position
14020,Fe reductor MN,motor,-0.5730705284584428,-2.005512997809096,1.007099460820113,L,motor neuron,glutamate,position
14069,ltm MN,motor,-0.7249405659058067,1.5209052628307722,-0.4254098233292416,L,motor neuron,acetylcholine,position
14076,IN03B042,VNC,-0.01957673601939183,-0.6349410320555651,-0.02391969793495657,R,intrinsic neuron,gaba,position
14079,FNM2,VNC,0.23872927575865874,1.3424429355004117,-0.4553428531472878,R,motor neuron,glutamate,position
14084,IN15A001,VNC,-0.6880587970228569,-1.9636869338222727,0.6746290224839567,L,intrinsic neuron,acetylcholine,position
14091,IN03A002,VNC,0.5317121680625262,0.5216899482573768,-0.18534425159656293,R,intrinsic neuron,acetylcholine,position
14096,IN16B007,VNC,0.2928492627064655,1.3572758208120328,-0.4553428531472878,R,intrinsic neuron,glutamate,position
14154,IN01A038,VNC,0.39079975760212565,0.3034060009012229,-0.11164752862936433,R,intrinsic neuron,acetylcholine,position
14159,MNad51,VNC,0.09200397781127151,-0.27434156346628963,0.8515546094441941,R,motor neuron,glutamate,position
14164,IN08B047,VNC,0.35846139503084357,-1.118412915455972,0.45073263203691905,R,intrinsic neuron,acetylcholine,position
14168,Pleural remotor/abductor MN,motor,-0.804650620756095,-1.538945258480041,0.8485479435026493,L,motor neuron,glutamate,position
14176,IN01A038,VNC,0.4800643286666563,0.06046739282440139,-0.3744301319203816,L,intrinsic neuron,acetylcholine,position
14196,nan,VNC,0.013095700545395217,1.3765852976366206,-0.4969016579393073,R,intrinsic neuron,glutamate,position
14199,IN12B003,VNC,0.057727986077660554,0.48427366098481905,-0.26565563963516015,R,intrinsic neuron,gaba,position
14214,AN07B030,VNC,0.09821775409046413,1.923798498997778,-0.3867240548813649,R,ascending neuron,acetylcholine,position
14226,Acc. ti flexor MN,motor,-0.5669235669779511,-2.087828829808723,0.8834920832232702,L,motor neuron,acetylcholine,position
14230,IN15A001,VNC,0.29278244790776453,1.3497257485588203,-0.4553428531472878,R,intrinsic neuron,acetylcholine,position
14259,IN03A006,VNC,0.24320586727162546,-0.5080597293223736,0.28389607968053204,R,intrinsic neuron,acetylcholine,position
14261,IN03B036,VNC,0.4597526298615535,-1.5348027409605793,1.1752054943518189,R,intrinsic neuron,gaba,position
14292,IN17A031,VNC,0.44973041005640413,-0.468772627686188,0.9446944388333826,R,intrinsic neuron,acetylcholine,position
14295,IN11B014,VNC,-0.5131376540236493,0.9869882064111131,0.468572183290085,L,intrinsic neuron,gaba,position
14314,IN06A021,VNC,0.20612365399257268,-0.334675326693289,0.1423823360318225,R,intrinsic neuron,glutamate,position
14343,ltm2-femur MN,motor,-0.7110430877759996,-1.8953353947511538,0.6175691843933061,L,motor neuron,glutamate,position
14346,Pleural remotor/abductor MN,motor,0.3299982907842193,1.6334881986419505,-0.5075920257314667,R,motor neuron,glutamate,position
14348,nan,VNC,0.08298397998663704,-1.5838448032071104,1.6161831657783925,L,intrinsic neuron,gaba,position
14352,IN03A001,VNC,-0.3702876144009199,-1.5982099849278244,1.455827648896002,L,intrinsic neuron,acetylcholine,position
14355,AN07B030,VNC,0.15527759218111473,1.137856021877962,-0.502714545426294,L,ascending neuron,acetylcholine,position
14361,nan,VNC,-0.26659104681697404,-1.49190764019454,1.6312164954861166,L,intrinsic neuron,acetylcholine,position
14379,IN03B063,VNC,0.4731155896017527,-0.26365119567413026,0.44538744814083936,R,intrinsic neuron,glutamate,position
14389,IN04B009,VNC,-0.32244821853100675,0.5346520192053701,-0.5583044579455226,L,intrinsic neuron,acetylcholine,position
14413,AN06B041,VNC,-0.08064546203210218,-1.2791025063318675,0.6878583526267539,R,ascending neuron,gaba,position
14416,IN13A023,VNC,-0.6232484422828908,1.4078546234286868,-0.5652531970104262,L,intrinsic neuron,gaba,position
14420,IN13A023,VNC,-0.4498640396538061,1.390883664558634,-0.536055129978091,L,intrinsic neuron,gaba,position
14432,IN15A001,VNC,-0.5708656401013099,0.1254781919604705,-0.48407321658871605,L,intrinsic neuron,acetylcholine,position
14443,AN07B030,VNC,0.12026663766179281,1.923798498997778,-0.3930046459592585,R,ascending neuron,acetylcholine,position
14449,Sternal posterior rotator MN,motor,-0.3662787264788601,-2.0462032102180028,1.1403281694298988,L,motor neuron,glutamate,position
14454,AN06B049,VNC,0.018507699240175896,-0.22857342635610733,0.06768339108410895,L,ascending neuron,gaba,position
14461,MNad32,VNC,-0.3704212439983219,-1.555381698960486,1.3469195270133785,L,motor neuron,glutamate,position
14468,Ti flexor MN,motor,-0.6161660736205852,-2.0190764019453984,0.8438040927948786,L,motor neuron,glutamate,position
14481,IN13B013,VNC,-0.07844057367496932,-1.6697018195378903,0.2980608170051432,L,intrinsic neuron,gaba,position
14482,IN06A047,VNC,0.23485401743400097,-0.9607968053203226,0.7594170020355206,R,intrinsic neuron,glutamate,position
14517,IN09A009,VNC,-0.5054539521730348,-1.5805040632720606,1.3692356697795112,L,intrinsic neuron,gaba,position
14527,IN18B013,VNC,0.18514380720045995,0.31837251581024595,0.4153207887253912,R,intrinsic neuron,acetylcholine,position
14532,AN08B091,VNC,0.3877262768618798,-1.118412915455972,0.4528707055953509,L,ascending neuron,acetylcholine,position
14533,AN05B019,VNC,-0.15654707335643364,-0.3577264322451326,-0.07570116692822848,R,ascending neuron,gaba,position
14536,Tr extensor MN,motor,0.3879935360566838,1.6447798996224188,-0.4634942585888093,R,motor neuron,glutamate,position
14555,nan,VNC,0.6394176235685318,-0.9777677641903756,0.7684369998601551,R,intrinsic neuron,glutamate,position
14567,IN03A011,VNC,0.5146743943937723,0.5239616514132107,-0.18534425159656293,R,intrinsic neuron,acetylcholine,position
14571,EN00B001,VNC,-0.01790636605186693,-1.6634880432586976,1.0358298242615411,U,efferent neuron,glutamate,position
14588,IN15A001,VNC,-0.5257656509781375,0.12040026725919481,-0.49917336109514115,L,intrinsic neuron,acetylcholine,position
14596,Pleural remotor/abductor MN,motor,0.5307767608807122,-1.9815932998741397,0.6980810168280063,R,motor neuron,glutamate,position
14597,nan,VNC,0.015968736889538045,-0.4154544183227932,1.1674549777025032,L,intrinsic neuron,gaba,position
14613,MNad40,VNC,0.33193591994654814,-1.0843373681184643,1.0007520549435183,R,motor neuron,glutamate,position
14617,IN17A031,VNC,-0.22289416846652269,-0.4371024131019159,1.205205338968566,L,intrinsic neuron,acetylcholine,position
14626,EN00B001,VNC,-0.07844057367496932,-1.5315288158242304,1.0670991500536073,U,efferent neuron,glutamate,position
14649,MNhl29,VNC,0.5561663843870908,-1.623599608434203,0.3032055565051199,R,motor neuron,glutamate,position
14650,IN15A001,VNC,0.2901766707584257,1.3515965629224482,-0.4553428531472878,R,intrinsic neuron,acetylcholine,position
14654,AN12B004,VNC,-0.31509859067389717,0.41558804792019516,-0.3096197771804155,R,ascending neuron,gaba,position
14665,Acc. ti flexor MN,motor,-0.5635828270429013,0.028863993038830277,-0.452002113212238,L,motor neuron,glutamate,position
14671,IN01A028,VNC,-0.384519166524232,-1.3292804201563155,1.4468076510713674,L,intrinsic neuron,acetylcholine,position
14707,IN06A020,VNC,0.4199310098357599,0.5732709728545458,-0.251090013518343,R,intrinsic neuron,gaba,position
14767,IN01A015,VNC,0.3247199216868406,-0.7426464875615706,0.42581071212144755,R,intrinsic neuron,acetylcholine,position
14773,ltm2-femur MN,motor,0.2308451295119412,-2.1204344515748095,0.3230495517193157,R,motor neuron,glutamate,position
14775,Acc. ti flexor MN,motor,-0.7693724070419691,-0.11505508336311512,-0.32411858849853165,L,motor neuron,glutamate,position
14783,Acc. tr flexor MN,motor,0.42226952779029475,1.3932221825131688,-0.6572571748216978,R,motor neuron,glutamate,position
14788,IN03A002,VNC,0.2492860139534161,-0.5080597293223736,0.3029382973103159,R,intrinsic neuron,acetylcholine,position
14798,Ti flexor MN,motor,-0.6144957036530603,1.6305483474991065,-0.22362913125223363,L,motor neuron,glutamate,position
14811,IN04B023,VNC,0.5880370433674659,0.3948754603228864,-0.701956275152664,R,intrinsic neuron,acetylcholine,position
14824,Acc. ti flexor MN,motor,0.4918905480367326,1.5124865981944466,-0.5435383874326025,R,motor neuron,glutamate,position
14848,Ti flexor MN,motor,0.6426247339061796,1.3960284040586106,-0.6905309445747937,R,motor neuron,unknown,position
14849,Acc. ti flexor MN,motor,0.5805537859129543,0.07322901937629163,-0.5679926037571671,R,motor neuron,glutamate,position
14850,IN07B045,VNC,-0.5428702394455925,0.0026725919480398404,-0.1389079664993707,L,intrinsic neuron,acetylcholine,position
14855,nan,VNC,0.21106794909644638,-1.5486334042916854,1.0641592989107633,R,intrinsic neuron,gaba,position
14874,IN21A008,VNC,-0.33180229034914616,-0.5879702285687649,0.27701415541432944,L,intrinsic neuron,glutamate,position
14876,IN03B028,VNC,-0.08692605310999581,-0.25195860590145597,0.7560762621004709,L,intrinsic neuron,gaba,position
14884,IN06A017,VNC,-0.3094193327843125,-0.284163338875336,0.3029382973103159,L,intrinsic neuron,gaba,position
14919,nan,VNC,0.10683686312289262,-1.2452274033904627,1.490905418214025,R,intrinsic neuron,gaba,position
14941,IN13B013,VNC,-0.017171403266155974,-0.16436440480445016,-0.536322389172895,L,intrinsic neuron,gaba,position
14945,IN13B024,VNC,0.0,0.9498391783333593,-0.7338269341330391,L,intrinsic neuron,gaba,position
14949,Fe reductor MN,VNC,-0.5170129123483072,1.6326864210575385,-0.29665770623242227,L,motor neuron,glutamate,position
14954,IN04B023,VNC,-0.7944279565548426,0.5955203008219774,-0.1491974454993241,L,intrinsic neuron,acetylcholine,position
15001,IN16B010,VNC,-0.485342697764035,1.439925726805165,-0.3390851034075547,L,intrinsic neuron,glutamate,position
15006,Tr flexor MN,motor,0.6160992588218842,-0.5491508305234862,-0.3131609615115683,R,motor neuron,acetylcholine,position
15018,IN04B026,VNC,-0.12460959957735755,-1.8184983762450084,0.5438056466274065,R,intrinsic neuron,acetylcholine,position
15027,IN13B013,VNC,-0.27587830383641254,-0.184275214817347,-0.435432043134391,R,intrinsic neuron,gaba,position
15034,IN16B010,VNC,0.29037711515452863,1.3672980406171822,-0.4553428531472878,R,intrinsic neuron,glutamate,position
15038,Acc. ti flexor MN,motor,-0.5441397206209115,-2.128652671815032,0.8467439439377225,L,motor neuron,glutamate,position
15049,MNnm14,VNC,0.2244977236353466,1.338567677175754,-0.4553428531472878,R,motor neuron,glutamate,position
15050,IN06A087,VNC,0.23946423854436968,-0.9607968053203226,0.7509315226004941,R,intrinsic neuron,gaba,position
15062,AN07B033,VNC,0.15333996301878583,1.1330453563714904,-0.502714545426294,L,ascending neuron,acetylcholine,position
15066,AN07B030,VNC,-0.18988765790823064,1.923798498997778,-0.3412899917646876,L,ascending neuron,acetylcholine,position
15068,IN19B048,VNC,0.048774803051727086,-0.45407337197196884,1.1268315800922977,L,intrinsic neuron,acetylcholine,position
15078,AN06B042,VNC,0.3362788818621129,-1.6250027192069239,1.0916201811768729,L,ascending neuron,gaba,position
15093,IN13B013,VNC,-0.301134297745389,-1.620927016486163,0.3700871700048169,R,intrinsic neuron,gaba,position
15103,IN04B022,VNC,-0.12354056279814161,-1.8184983762450084,0.48560995695883896,R,intrinsic neuron,acetylcholine,position
15105,IN03B042,VNC,-0.7874124026912379,-0.18855136193421074,0.49516447317308143,L,intrinsic neuron,gaba,position
15107,Tergotr. MN,motor,-0.5677253445623631,0.7249405659058067,0.6763662072501826,L,motor neuron,glutamate,somaLocation
15114,nan,VNC,0.10556738194757369,1.923798498997778,-0.4870130677315599,R,ascending neuron,acetylcholine,position
15115,IN15A001,VNC,-0.35759280264773063,1.6429090852587909,-0.4481936696862812,L,intrinsic neuron,acetylcholine,position
15125,IN11B016,VNC,0.8247618751650947,0.6626691735164784,0.2897089671675187,R,intrinsic neuron,acetylcholine,position
15129,nan,VNC,-0.15160277825255994,1.923798498997778,-0.4586167782836366,L,ascending neuron,acetylcholine,position
15149,Ti flexor MN,motor,-0.4923582516276396,1.5875864319343662,-0.351980359556847,L,motor neuron,glutamate,position
15158,nan,VNC,0.16015507248628744,-1.5245132619606259,1.5459608123436457,R,intrinsic neuron,gaba,position
15165,nan,VNC,-0.08685923831129481,1.923798498997778,-0.4567459639200087,L,ascending neuron,gaba,position
15174,EN00B001,VNC,-0.08746057149960378,-1.8037323057320882,1.0491927840017403,U,efferent neuron,gaba,position
15179,IN14A005,VNC,-0.2126715042652703,1.2166974843451372,-0.5903755613220008,L,intrinsic neuron,glutamate,position
15187,AN18B014,VNC,-0.08398620196715198,1.923798498997778,-0.23832838696645275,L,ascending neuron,acetylcholine,position
15192,nan,VNC,-0.2739406746740836,-1.456495796883012,1.4718632005842411,L,intrinsic neuron,acetylcholine,position
15207,IN06A023,VNC,-0.3096197771804155,-0.284163338875336,0.2927156331090635,L,intrinsic neuron,glutamate,position
15217,IN16B010,VNC,0.29699178022592726,1.3491912301692124,-0.4553428531472878,R,intrinsic neuron,glutamate,position
15234,IN03A011,VNC,0.2228273536678217,-0.5080597293223736,0.23699209099243285,R,intrinsic neuron,acetylcholine,position
15238,IN01A013,VNC,-0.703426200724086,-1.2849822086175553,0.6585266559970167,L,intrinsic neuron,acetylcholine,position
15250,IN16B010,VNC,0.44371707817331446,-1.5635331044020075,0.2827602281026151,R,intrinsic neuron,glutamate,position
15251,IN17A033,VNC,-0.6222462203023759,1.6634212284599965,-0.13957611448638066,L,intrinsic neuron,acetylcholine,position
15262,Pleural remotor/abductor MN,motor,0.5759435648025856,-1.859923551439626,0.4471246329070653,R,motor neuron,glutamate,position
15278,Sternal posterior rotator MN,motor,-0.4030936805631089,-1.975646782789751,1.269614804916326,L,motor neuron,glutamate,position
15286,IN13A027,VNC,0.22803890796649937,-2.110679490964464,0.402425532576099,R,intrinsic neuron,gaba,position
15292,IN18B015,VNC,-0.7623568531783644,0.2777491182000404,0.14478766878505836,L,intrinsic neuron,acetylcholine,position
15296,MNad16,VNC,-0.2307783147132402,-1.2358733315723232,1.590192209083705,L,motor neuron,glutamate,position
15307,IN11B016,VNC,-0.6273909598023525,0.9360753298009541,0.38558820330344795,L,intrinsic neuron,acetylcholine,position
15317,ltm2-femur MN,motor,0.3285283652127974,1.4661839426946564,-0.6434265114905916,R,motor neuron,glutamate,position
15321,Ti flexor MN,motor,-0.6551859160619669,1.5664729555448513,-0.3787730938359464,L,motor neuron,glutamate,position
15322,IN08B072,VNC,0.5169460975496061,-1.774601053498454,0.26799415758969497,R,intrinsic neuron,acetylcholine,position
15331,DNxn071,descending,0.24447534844694438,1.923798498997778,-0.29498733626489737,R,descending neuron,acetylcholine,position
15332,IN17A037,VNC,-0.16844010752521094,-0.3782385754463384,1.1634460897804435,L,intrinsic neuron,acetylcholine,position
15338,IN03A012,VNC,-0.317704367823236,-0.48447410538092206,0.46095529623817144,L,intrinsic neuron,acetylcholine,position
15357,IN17A038,VNC,-0.5468123125689514,-1.7711266839660023,1.2478331805398015,L,intrinsic neuron,acetylcholine,position
15367,Acc. ti flexor MN,motor,0.18360706683033703,1.5760274717590939,-0.5799524527246454,R,motor neuron,glutamate,position
15370,IN13A023,VNC,-0.719996270801933,-0.5385940923287288,-0.2878381528038908,L,intrinsic neuron,gaba,position
15380,ltm MN,motor,0.3217132557452958,-1.9702347840949703,0.2913793371350436,R,motor neuron,glutamate,position
15383,EN00B001,VNC,-0.12855167270071632,-1.7466056528427367,1.0777227030470655,U,efferent neuron,glutamate,position
15391,IN06B038,VNC,0.015501033298631074,-1.257855400344951,0.7461208570940224,R,intrinsic neuron,gaba,position
15426,DNxl068,descending,-0.18267165964852308,1.923798498997778,-0.3915347203878366,L,descending neuron,acetylcholine,position
15440,IN06A023,VNC,-0.31877340460245196,-0.284163338875336,0.301401556940193,L,intrinsic neuron,glutamate,position
15446,Ta levator MN,VNC,0.3665459856736641,1.57308762061625,-0.5552309772052768,R,motor neuron,glutamate,position
15448,nan,VNC,-0.18975402831082866,-1.3071647217862858,1.5654039187656354,L,intrinsic neuron,acetylcholine,position
15452,IN16B009,VNC,-0.536188759575493,1.522442003200895,-0.30400733408953184,L,intrinsic neuron,glutamate,position
15477,nan,VNC,-0.07944279565548425,1.923798498997778,-0.402425532576099,L,ascending neuron,glutamate,position
15515,IN06A034,VNC,-0.42073278742017184,-1.4648476467206364,1.4815513463958854,L,intrinsic neuron,gaba,position
15540,AN19A009,VNC,-0.08158086921391612,1.923798498997778,-0.23011016672623025,L,ascending neuron,acetylcholine,position
15542,IN01A038,VNC,0.10991034386313843,1.336095529623817,-0.3527153223425579,R,intrinsic neuron,acetylcholine,position
15546,DNxn062,descending,-0.1222042668241217,1.923798498997778,-0.2943191882778874,L,descending neuron,glutamate,position
15562,AN19B014,VNC,-0.3332722159205681,1.923798498997778,-0.23525490622620696,L,ascending neuron,acetylcholine,position
15565,IN07B028,VNC,-0.535654241185885,0.0011358515779169322,-0.1389079664993707,L,intrinsic neuron,glutamate,position
15566,nan,VNC,0.16443121960315119,1.923798498997778,-0.4506658172382181,R,ascending neuron,gaba,position
15569,AN19B039,VNC,-0.5397967587053467,0.6775688736268005,0.27848408098575134,R,ascending neuron,acetylcholine,position
15577,EN00B001,VNC,-0.02979940022064422,-1.4941793433503736,1.0187920505927872,U,efferent neuron,unknown,position
15588,IN08B076,VNC,0.486010845751045,0.05632487530493963,-0.32725888403747844,R,intrinsic neuron,acetylcholine,position
15608,IN03A004,VNC,0.1677051447395,-1.4436673555324206,1.0081016828006277,R,intrinsic neuron,acetylcholine,position
15609,IN07B035,VNC,-0.4266793045045605,-1.1001724754106001,0.6560545084450798,L,intrinsic neuron,acetylcholine,position
15623,Ti flexor MN,motor,-0.802913435989869,-0.18354025203163604,-0.30434140808303684,L,motor neuron,glutamate,position
15625,IN08B036,VNC,-0.48761440091986885,-1.1001724754106001,0.6712882825489069,L,intrinsic neuron,acetylcholine,position
15649,IN13B013,VNC,-0.018039995649268923,-0.16436440480445016,-0.5217567630560779,L,intrinsic neuron,gaba,position
15660,AN08B091,VNC,0.36761502245288,-1.118412915455972,0.4479932252901782,L,ascending neuron,acetylcholine,position
15687,IN16B009,VNC,0.2946532622713924,1.355538636045807,-0.4553428531472878,R,intrinsic neuron,glutamate,position
15697,AN03B039,VNC,0.10763864070730457,1.923798498997778,-0.33080006836863124,R,ascending neuron,glutamate,position
15702,AN06A038,VNC,-0.2225600944730177,1.923798498997778,-0.23685846139503083,L,ascending neuron,gaba,position
15712,ltm1-tibia MN,motor,-0.753002781360225,-1.7303028419596935,0.6372795500101,L,motor neuron,glutamate,position
15720,ltm1-tibia MN,motor,0.2631834920832233,1.6590114517457308,-0.5051198781795299,R,motor neuron,gaba,position
15732,EN00B001,VNC,-0.10256071600602887,-1.8792330282642138,1.0226004941187439,U,efferent neuron,unknown,position
15741,IN13B013,VNC,0.0,0.9638702860605683,-0.7338937489317402,L,intrinsic neuron,gaba,position
15753,IN17A024,VNC,0.535854685581988,-0.9491042155476482,1.0636915953198565,R,intrinsic neuron,acetylcholine,position
15762,IN13B013,VNC,-0.35739235825162763,0.9768323570085616,-0.636143698432183,R,intrinsic neuron,gaba,position
15778,IN09B035,VNC,0.17478751340180557,-1.1919091940270679,0.351980359556847,R,intrinsic neuron,acetylcholine,position
15782,IN08B059,VNC,-0.49736936153021427,-1.1001724754106001,0.6785710956073154,L,intrinsic neuron,acetylcholine,position
15789,MNnm07,VNC,0.2621812701027083,1.3460509346302656,-0.4553428531472878,R,motor neuron,unknown,position
15791,Acc. ti flexor MN,motor,-0.6972792392435944,1.5615286604409777,-0.4050981245241388,L,motor neuron,glutamate,position
15798,IN03A009,VNC,0.2212237984989978,-0.5080597293223736,0.23311683266777508,R,intrinsic neuron,acetylcholine,position
15806,IN16B009,VNC,-0.48460773497832405,1.5638671783955125,-0.31556629426480415,L,intrinsic neuron,glutamate,position
15819,IN08B072,VNC,0.38438553692683003,-1.118412915455972,0.4614229998290784,R,intrinsic neuron,acetylcholine,position
15845,IN01A075,VNC,-0.25389623506378484,1.3513961185263452,-0.27841726618705037,L,intrinsic neuron,acetylcholine,position
15846,MNad08,VNC,-0.1254781919604705,-1.4978541572789286,1.6293456811224887,L,motor neuron,glutamate,position
15850,IN08B036,VNC,0.3781049458489364,-1.118412915455972,0.45393974237456686,R,intrinsic neuron,acetylcholine,position
15862,AN06B049,VNC,-0.134030486194198,-0.22864024115480833,0.12126885964230776,R,ascending neuron,gaba,position
15869,IN03B042,VNC,0.19282750905107449,-1.4436673555324206,1.0258076044563917,R,intrinsic neuron,gaba,position
15873,ltm1-tibia MN,motor,-0.719929456003232,0.0038752583246577685,-0.3255216992712526,L,motor neuron,gaba,position
15881,IN01A038,VNC,-0.25523253103780474,1.3513961185263452,-0.28155756172599716,L,intrinsic neuron,acetylcholine,position
15883,Sternal posterior rotator MN,motor,-0.702624423139674,-0.936877107385366,0.1287521170968193,L,motor neuron,glutamate,position
15888,IN03A007,VNC,0.17091225507714777,-1.4436673555324206,1.001954721320136,R,intrinsic neuron,acetylcholine,position
15910,IN06A021,VNC,0.19509921220690835,-0.334675326693289,0.13503270817471294,R,intrinsic neuron,glutamate,position
15913,IN06B054,VNC,0.01636962568174402,-0.20385195083673882,0.06768339108410895,R,intrinsic neuron,gaba,position
15925,IN12A039,VNC,-0.5836940814519012,0.5490172009260842,-0.015100144506425097,L,intrinsic neuron,acetylcholine,position
15933,IN13A023,VNC,0.05037835822055099,-2.1456236306850847,0.37549916869959754,R,intrinsic neuron,gaba,position
15948,EN00B001,VNC,-0.052783690973786844,-1.8813042870239445,0.9895939835604519,U,efferent neuron,unknown,position
15958,nan,VNC,0.06414220675295616,-1.2510402908774492,1.52611681712945,L,intrinsic neuron,gaba,position
15979,AN19B058,VNC,0.2692636387650139,-0.8820889724505493,0.9151622978075423,L,ascending neuron,acetylcholine,position
15981,IN03B028,VNC,0.19670276737573225,-0.9941373898721196,-0.10256071600602887,R,intrinsic neuron,gaba,position
16004,IN08B059,VNC,0.39414049753717545,-1.118412915455972,0.4536056683810619,R,intrinsic neuron,acetylcholine,position
16008,IN13B013,VNC,-0.35739235825162763,0.9668769520021132,-0.6567226564320897,R,intrinsic neuron,gaba,position
16025,AN03B039,VNC,-0.14645803875258326,1.923798498997778,-0.2913125223363426,L,ascending neuron,gaba,position
16035,Sternal posterior rotator MN,motor,0.46790403530307506,-1.0621548549497335,-0.12942026508382926,R,motor neuron,glutamate,position
16064,IN13B013,VNC,-0.09621331012943425,-1.7605699457712447,0.22890750034961233,L,intrinsic neuron,gaba,position
16067,AN06B049,VNC,-0.14599033516167628,-0.284831486862346,0.12126885964230776,R,ascending neuron,gaba,position
16079,IN03A011,VNC,-0.6513106577373091,0.5636496418416023,-0.0,L,intrinsic neuron,acetylcholine,position
16097,IN20A.22A017,VNC,-0.9883245023851329,0.736432711282378,-0.13630218935003185,L,intrinsic neuron,acetylcholine,position
16107,nan,VNC,-0.14512174277856332,1.923798498997778,-0.451668039218733,L,ascending neuron,acetylcholine,position
16112,IN08B047,VNC,-0.46436285097192226,-1.1001724754106001,0.6640054694904983,L,intrinsic neuron,acetylcholine,position
